"1923/01/10","Ajaccio, France","Amee de lAir",NULL,NULL,"Lioré-et-Olivier H-13","F-AEIB","4",2,2,1,2,0,"The plane crashed mid-air due to a structural failure of the tail."
"1923/01/17","Barcelona, Spain","Grands Express Aeriens",NULL,NULL,"Breguet 14","F-ALJU","6083-130",0,1,0,1,0,"Crashed into a mountain during a snowstorm."
"1923/01/18","Cheyenne, Wyoming","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","223",NULL,0,1,0,1,0,"Crashed during a mail flight."
"1923/02/26","Meadville, Pennsylvania","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","291",NULL,0,1,0,1,0,"The pilot lost control of the aircraftwhile on approach in poor weather conditions."
"1923/05/14","Near Amiens, Picrdie, France","Grands Express Aeriens (Air Union)",NULL,"Paris - London","Farman F-60 Goliath","F-AEBY","15",4,2,4,2,0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the planes structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette."
"1923/08/27","Bucharest, Romania","Campagnie France Roumaine",NULL,NULL,"Blériot Spad 46","F-AEGN","28",1,1,1,1,0,"Crashed while on approach to Bucharesst."
"1923/09/07","Colton, Ohio","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","283",NULL,0,1,0,1,0,"Crashed during an emergency landing attempt."
"1923/09/14","Near Ivinghoe, Buckinghamshire, England","Daimler Airways",NULL,"Croydon - Manchester","de Havilland DH-34","G-EBBS","29",3,2,3,2,0,"Crashed while attempting a forced landing after encountering heavy rain."
"1923/11/18","Russia","CCCP",NULL,NULL,"Junkers F-13","D-257",NULL,2,3,1,2,0,"Crashed during a training flight."
"1923/12/06","Castalia, Ohio","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","318",NULL,0,1,0,1,0,NULL
"1923/12/23","Over the Mediterranean Sea","Military - French Navy",NULL,"Toulon - Algiers","Zeppelin Dixmunde (airship)","L-72",NULL,NULL,NULL,NULL,NULL,0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.The last known radio contact reported the ship nearly out of fuel and battling strong winds.Struck by lightning."
"1923/12/24","Egbert, WY","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","315",NULL,0,1,0,1,0,"Crashed into a montain in poor weather conditions."
