"1932/01/21","Colvin Park, Ilinois","Northwest Airways",NULL,"Rockford - Chicago, IL - Madison, WI","Stinson SM-2A",NULL,NULL,0,1,0,1,0,"Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed."
"1932/01/29","Lebec, California","Century Pacific Lines",NULL,"San Francisco - Bakersfield - Los Angeles, CA","Stinson SM-6000B",NULL,"5034",7,1,7,1,0,"Crashed into a canyon, in mountains, during a blizzard. Wreckage found a week later."
"1932/02/01","Off Miami, Florida","Bimini Airways",NULL,"Miami - Bimini","Fairchild",NULL,NULL,4,1,4,1,0,"Disappeared while en route on a 45 minute flight."
"1932/02/02","Marcellus, Michigan","Transamerican Airlines",NULL,"Chicago - Kalamazoo","Stearman C-3MB",NULL,NULL,0,1,0,1,0,"Mail plane crashed."
"1932/02/02","Rio Vista, California","Boeing Air Transport",NULL,NULL,"Boeing 40","NC7470",NULL,0,2,0,1,0,"Struck an irrigation ditch and caught fireduring landing."
"1932/02/27","Off Setiba, Brazil","Aeropostale",NULL,NULL,"Latecoere 28","F-AJOX",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/03/08","Saint Louis, Illinois","Century Air Lines",NULL,"Training","Stinson SM-6000B",NULL,NULL,0,5,0,2,0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings."
"1932/03/19","Calimesa, California","American Airways",NULL,"Phoenix, AZ - Los Angeles, CA","Fokker F-10A","NC-652E","1027",5,2,5,2,0,"Crashed into an orchard after striking power lines in heavy fog."
"1932/03/21","Steubenville, Ohio","Trans Continental and Western Air",NULL,"Columbus - McKeesport","Northrop Alpha",NULL,NULL,0,1,0,1,0,"The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed."
"1932/03/29","Syria","Air Orient",NULL,NULL,"Farman F-190","F-AJDPF-AJDP",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/03/31","Bedford, Ohio","National Air Transport",NULL,NULL,"Boeing 95","NC191E",NULL,0,1,0,1,0,NULL
"1932/04/21","Fort Wayne, Indiana","Transamerica Airlines",NULL,NULL,"Stearman C-3MB",NULL,NULL,0,1,0,1,0,NULL
"1932/05/03","Portland, Oregon","Varney Air Lines",NULL,NULL,"Boeing 40","NC830M",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/05/16","Burbank, California","Pacific Air Transport",NULL,"San Diego - Burbank - Oakland","Boeing 40","NC5589",NULL,0,3,0,3,0,"Crashed and burnedin fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed."
"1932/07/16","Mount El Plomo, near Vitacura, Chile","Panagra",NULL,"Santiago, Chile - Mendosa, Argentina","Ford 5-AT-C Tri Motor","NC403H","5-AT-062",6,3,6,3,0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.The wreckage was buried by ice and snow and wasn’t found until March 22, 1934."
"1932/08/12","Beyrouth, Lebanon","Air Orient",NULL,NULL,"CAMS 53","F-AIQY",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/08/30","Tubergen, Germany","A B Aerotransport",NULL,NULL,"Junkers G-23","SE-AAE",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/09/08","Salt Flats, Texas","American Airways",NULL,"El Paso - Dallas","Fokker F-10","NC9716",NULL,2,2,1,2,0,"The mail plane struck a mountain and burned encountering poor weather conditions."
"1932/09/17","Selsdon Park, England","Air Union",NULL,NULL,"Liore-et-Olivier 213","F-AIFE",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/09/18","Byron Bay, Australia","New England Airways",NULL,NULL,"De Havilland DH-80","VH-UPM",NULL,NULL,NULL,NULL,NULL,0,NULL
"1932/10/12","Port Etienne, Mauritania","Aeropostale",NULL,NULL,"Latecoere 28",NULL,NULL,0,1,0,1,0,NULL
"1932/10/26","Villa Monte, Bolivia","Lloyd Aero Boliviano",NULL,NULL,"Ford Tri-motor 5",NULL,NULL,0,2,0,2,0,"Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed."
"1932/10/29","Ramsgate, England","Deutsche Lufthansa",NULL,NULL,"Junkers W-33",NULL,NULL,0,2,0,2,0,"The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds."
"1932/11/02","Echterpfuhl, Germany","Deutsche Lufthansa",NULL,"Nuremberg - Frankfort","Junkers F-13","D-724","696",3,2,3,2,0,"Crashed into mountainous terrain in the Spessart mountains in fog, after a wing separated from the aircraft due to overstressing.."
"1932/11/25","Marianna, Arkansas","Hunter Airways",NULL,"Little Rock, AR - Memphis, TN","Travel Air 6000",NULL,NULL,1,1,1,1,0,"Became lost and circleduntil the plane struck an oak tree and crashed onto a island in the bayou."
"1932/12/14","Rocky Ridge, Colorado","Boeing Air Transport",NULL,NULL,"Boeing 40","NC842M",NULL,0,1,0,1,0,NULL
"1932/12/14","Amarillo, Texas","Trans Continental and Western Air",NULL,NULL,"Ford 5","NC9650",NULL,0,2,0,2,0,"The mail plane crashed in a snowstorm. The pilot died two days later from his injuries."
"1932/12/26","Wau, Australia","Guinea Airways",NULL,NULL,"De Havilland DH-60","VH-UMJ",NULL,NULL,NULL,NULL,NULL,0,NULL
