"1921/02/03","Mendotta, Minnisota","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","130",NULL,0,1,0,1,0,"Shortly after takeoff from Minneapolis-World Chamberlain Field the engine failed. The aircraft lost altitude and crashedin a field."
"1921/02/09","La Crosse, Wisconsin","US Aerial Mail Service",NULL,NULL,"Junkers F-13","301",NULL,0,3,0,3,0,"Crashed for unknown reasons. Both pilots and the mechanic were killed."
"1921/02/15","Off Gibraltar","Aeropostale",NULL,NULL,"Breguet 14","F-ALBA",NULL,0,2,0,2,0,"The mail fligh encountered poor weather conditions and crashed into the ocean while on approach to Gibraltar. The bodies of the crew were never recovered."
"1921/02/22","Elko, Nevada","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","67",NULL,0,1,0,1,0,"Shortly after taking off, the aircraft stalled and crashed ."
"1921/04/06","Point Cook, Australia","Military - Royal Australian Air Force",NULL,NULL,"Avro 504","H3021",NULL,0,0,0,0,0,"Shortly after taking off on a training flight, the aircraft dove into the ground and exploded in flames."
"1921/04/21","Mitchel Field, NY","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","160",NULL,0,1,0,1,0,"After taking off the aircraft stalled and crashed."
"1921/04/29","Cleveland, Ohio","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4","196",NULL,0,1,0,1,0,"The aircraft crashed in a field, short of the runway, a few minutes before its scheduled arrival in Cleveland. The weather was poor with fog."
"1921/05/17","Rock Springs, Wyoming","US Aerial Mail Service",NULL,NULL,"De Havilland DH-4De Havilland DH-4","176",NULL,0,1,0,1,0,"Crashed while attempting to land."
"1921/08/14","Toulouse, France","Aeropostale",NULL,NULL,"Breguet 14","F-ALBI",NULL,NULL,NULL,NULL,NULL,0,NULL
"1921/08/24","River Humber, England","Military - Royal Airship Works",NULL,NULL,"Royal Airship Works ZR-2 (airship)","R-38","R-38",0,4,0,4,1,"Crashed due to structural failure followed by two explosions and a fire. Attributed to faulty design."
"1921/09/06","Paris, France","Franco-Roumaine",NULL,"Warsaw - Prague - Strasbourg - Paris","Potez IX","F-ADCD","160",4,1,4,1,0,"Crashed while making an approach to Le Bourget Airport in Paris. Pilot aborted the landing due to another aircraft on the runway."
"1921/12/05","Near Murchinson River, Australia","West Australian Airways",NULL,"Geraldton - Derby","Bristol 28 Tourer","G-AUDI","6116",0,2,0,2,0,"On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila."
