"2016/08/05","Dubai, United Arab Emirates","Emirates","521","Thiruvanthapuram, India - Dubai, UAE","Boeing 777-31H","A6-EMW","32700/434",2,1,0,0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire."
"2016/08/31","Russian Mission, Alaksa","Hageland Aviiation","3190","Russian Mission- Marshall","Cessna 208 Grand Caravan","N752RV","208B5088",4,1,4,1,0,"A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims."
"2016/10/24","Malta International Airport","AE Aviation",NULL,"Malta-Luga - Malta-Luga","Swearingen SA277-AT Expditer","N577MX","AT-577",3,2,3,2,0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya."
"2016/11/18","Elko, Nevada","American Medflight Inc.",NULL,"Elko- Salt Lake City","Piper PA-31T Cheyenne","N775F","31T-7920079",1,3,1,3,0,"The medical transport plane crashed into the Barrik Gold Corp. parking lot near a busy casino, motel, grocery store and senior housing complex shortly after taking off. A heart patient and three crew members were killed."
"2016/11/28","Near La Union, Colombia","LAMIA Bolivia","2933","Santa Cruz, Bolivia - Medellin,Colombia","Avro RJ-85","CP-2933","E-2348",6,9,6,7,0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the planes emergency until it was too late."
"2016/12/03","Near Tanjung Pinanga, Indonesia","Indonesian Police",NULL,"Pangkal Pinang - Batam Island","M28 Skytruck","P-4201",NULL,8,5,8,5,0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight."
"2016/12/07","Near Havlien, Pakistan","Pakistan International Airlines","661","Chitral - Islamabad","ATR-42-500","AP-BHO","663",4,6,4,6,0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian."
"2016/12/18","Near Wamena, Papua, Indonesia","Indonesian Air Force",NULL,"Timika - Warmera"," Lockheed C-130H Hercules","A-1134","4785",1,3,1,3,0,"The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera."
"2016/12/20","Puerto Carreno, Colombia","Aerosucre Colombia",NULL,"Puerto Carreno - Bogota","Boeing 727-2JOF","HK-4544","21105/1158",0,6,0,5,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field."
"2016/12/25","Near Adar, Russia","Russian Air Force",NULL,"Chkalovsky AB -Ader - Latakia, Syria","Tupolev 154B-2","RA-85572","83A-572",8,8,8,8,0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore."
